"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "V1" "ME1:Hemostasis" 0.0823034282573529 0.908957148759638 0.363372745531548 0 1 2 1 39 0.857934008743737
"2" "V1" "ME2:HIV Infection" 0.0643833963015311 0.836485787139425 0.402881669185106 0 1 1 2 39 0.857934008743737
"3" "V1" "ME3:Cell Cycle" -0.0889495486280929 -0.779345863958925 0.435776004441263 0 1 1 1 39 0.857934008743737
"4" "V1" "ME4:transcription" -0.0247666593404001 -0.0561186986130317 0.955247248072022 0 1 1 1 39 0.990714410507967
"5" "V1" "ME5:ncRNA processing" -0.0285699808397287 -0.178491993410958 0.858336608566756 0 1 1 1 39 0.990714410507967
"6" "V1" "ME6:Signaling in Immune system" 0.207500623222626 1.11040056274915 0.266826455830328 0 1 1 1 39 0.857934008743737
"7" "V1" "ME7:chromatin modification" -0.0301827701147929 -0.181134500121689 0.856262005292544 0 1 1 1 39 0.990714410507967
"8" "V1" "ME8:no enrichment" -0.136980969651588 -1.18695729101975 0.235244467273274 0 1 2 1 39 0.857934008743737
"9" "V1" "ME9:DNA repair" -0.0497619979545654 -0.106390075767634 0.915272866779108 0 1 1 1 39 0.990714410507967
"10" "V1" "ME10:Processing of Capped Intron-Containing Pre-mRNA" 0.00302438244529395 0.0304508046949445 0.975707527333198 0 1 1 1 39 0.990714410507967
"11" "V1" "ME11:Circadian clock system" 0.173203923362292 1.43170378725192 0.152228612085162 0 1 2 1 39 0.857934008743737
"12" "V1" "ME12:zinc ion binding" -0.014754234858425 -0.281952220570834 0.777980146931867 0 1 1 1 39 0.990714410507967
"13" "V1" "ME13:Gene Expression" 0.0280212741446764 0.19298637777476 0.846969636510632 0 1 1 1 39 0.990714410507967
"14" "V1" "ME14:nucleotide binding" -0.0854841590376433 -0.598675095911403 0.549389567571919 0 1 1 1 39 0.965466985598451
"15" "V1" "ME15:no enrichment" 0.14655718738082 1.29694235387314 0.194651022126281 0 1 1 1 39 0.857934008743737
"16" "V1" "ME16:no enrichment" 0.0647066426299878 1.05186976818707 0.292859303932476 0 1 1 2 39 0.857934008743737
"17" "V1" "ME17:no enrichment" 0.055153875617157 0.352627423417464 0.724367775734624 0 1 1 2 39 0.990714410507967
"18" "V1" "ME18:no enrichment" 0.0597254885172003 0.17225717026516 0.863235354152672 0 1 1 1 39 0.990714410507967
"19" "V1" "ME19:pantetheine hydrolase activity" -0.150896586931238 -1.03500621883676 0.30066600694536 0 1 1 2 39 0.857934008743737
"20" "V1" "ME20:immune response" 0.187560747866605 2.02544019304426 0.0428221838077088 0 1 1 2 39 0.674449394971414
"21" "V1" "ME21:negative regulation of macromolecule metabolic process" 0.0414433831476139 0.0667245830764737 0.946800963455334 0 1 1 1 39 0.990714410507967
"22" "V1" "ME22:no enrichment" -0.0227230603260245 -0.0945227831988375 0.924693885091111 0 1 1 2 39 0.990714410507967
"23" "V1" "ME23:Signaling by Wnt" 0.0773492814563716 1.00115039721701 0.316754103194058 0 1 1 2 39 0.857934008743737
"24" "V1" "ME24:RNA processing" -0.065898231517832 -0.586062228769429 0.557833697554578 0 1 1 1 39 0.965466985598451
"25" "V1" "ME25:RNA splicing" 0.0224425038077455 0.0116380232942706 0.990714410507967 0 1 1 1 39 0.990714410507967
"26" "V1" "ME26:no enrichment" 0.165391194952183 0.973333048418344 0.330387802298992 0 1 1 1 39 0.857934008743737
"27" "V1" "ME27:no enrichment" 0.16188043274536 1.13140871938306 0.257883103241497 0 1 1 1 39 0.857934008743737
"28" "V1" "ME28:no enrichment" -0.171159282055895 -1.34098437765933 0.179925524829315 0 1 1 1 39 0.857934008743737
"29" "V1" "ME29:no enrichment" -0.176843990254387 -1.04083270091905 0.297953200315127 0 1 1 1 39 0.857934008743737
"30" "V1" "ME30:Signalling by NGF" -0.0139102279600512 -0.303963958859593 0.761155349421401 0 1 1 1 39 0.990714410507967
"31" "V1" "ME31:no enrichment" -0.338908423661304 -2.74150714672265 0.00611580302958532 0 1 4 2 39 0.192647795431938
"32" "V1" "ME32:no enrichment" 0.030126492956288 0.236214770667876 0.81326601845972 0 1 1 2 39 0.990714410507967
"33" "V1" "ME33:no enrichment" 0.0873458871563375 0.3020157493401 0.762640056996187 0 1 1 1 39 0.990714410507967
"34" "V1" "ME34:no enrichment" 0.0113298326656208 0.348579831328226 0.727404771389447 0 1 1 2 39 0.990714410507967
"35" "V1" "ME35:modification-dependent macromolecule catabolic process" 0.114908562136525 1.18181047574929 0.237280910214378 0 1 1 2 39 0.857934008743737
"36" "V1" "ME36:no enrichment" -0.123414247838648 -0.898578164613104 0.368877393623322 0 1 1 1 39 0.857934008743737
"37" "V1" "ME37:IFN alpha signaling pathway" 0.202300410912352 1.1298809468657 0.258526393405027 0 1 1 1 39 0.857934008743737
"38" "V1" "ME38:no enrichment" -0.333882940391083 -2.32234588894644 0.0202143184864632 0 1 1 1 39 0.424500688215727
"39" "V1" "ME39:no enrichment" -0.105097447610053 -0.359096382894158 0.719522987432592 0 1 1 2 39 0.990714410507967
"40" "V1" "ME40:no enrichment" -0.162416308621728 -1.10206678631445 0.270432637597806 0 1 2 1 39 0.857934008743737
"41" "V1" "ME41:Axon guidance mediated by netrin" -0.1516488183152 -1.66771068965157 0.0953731723539468 0 1 2 1 39 0.857934008743737
"42" "V1" "ME42:no enrichment" -0.0198203283838735 -0.0712637635119293 0.943187834404876 0 1 1 1 39 0.990714410507967
