"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "Abx" "panas.positive" -0.16571247200901 -1.52302898011782 0.127751455204501 0 1 1 2 45 0.737300795298063
"2" "Abx" "panas.negative" 0.0248046571413079 0.16699567353248 0.867373453144986 0 1 1 1 45 0.985574847580089
"3" "Abx" "panas.fatigue" 0.206423409482073 1.41520784583726 0.157007564811435 0 1 1 1 45 0.745785932854316
"4" "Abx" "afterscan.Anxietyduringscan" -0.130039194838183 -0.899136822149839 0.368579786898951 0 1 1 1 47 0.842257875754781
"5" "Abx" "afterscan.diastolic" -0.00596123032305409 -0.106273868322996 0.915365064214316 0 1 1 1 47 0.985574847580089
"6" "Abx" "afterscan.pulse" 0.117147413451402 0.64381197621837 0.519697366740353 0 1 1 1 42 0.881946515794595
"7" "Abx" "afterscan.systolic" 0.2319740665114 1.55314832664181 0.120387702947079 0 1 1 2 47 0.737300795298063
"8" "Abx" "morning.Sleepquality" 0.0643870842026187 0.192718580138938 0.847179371380837 0 1 1 2 47 0.985574847580089
"9" "Abx" "morning.Soreness" -0.00899518097312985 -0.0233994573029687 0.981331637898042 0 1 1 1 47 0.9920176860474
"10" "Abx" "prevevening.Alcohol" -0.0601878721672037 -0.566706288188099 0.570913747904541 0 1 2 1 40 0.888178585090257
"11" "Abx" "prevevening.Guthealth" 0.0788867534011095 0.499461237786556 0.617454487523727 0 1 1 1 40 0.902433481765447
"12" "Abx" "prevevening.Psoriasisseverity" -0.101027786554298 -1.22251202483477 0.221514059367886 0 1 2 1 40 0.800407899887514
"13" "Abx" "prevevening.Stress" -0.00353311010443879 -0.0215806359538906 0.982782480205385 0 1 1 1 40 0.9920176860474
"14" "Abx" "prevevening.Timespentoutdoors" 0.0443820217401363 0.281008149282089 0.778704149360568 0 1 1 1 40 0.985574847580089
"15" "Abx" "temp.mean" -0.0735311771416273 0.487766293220342 0.625715389026963 0 1 3 1 48 0.909841254452472
"16" "Abx" "email.LIWCcdi" 0.232383689311422 1.58743180781587 0.112414880067396 0 1 1 2 47 0.737300795298063
"17" "Abx" "email.LIWCnegemo" 0.0944119652122165 0.653096540671027 0.51369404230567 0 1 1 1 47 0.881946515794595
"18" "Abx" "email.LIWCposemo" -0.197782712213287 -1.3637726842039 0.172639119918997 0 1 1 1 47 0.753016351661051
"19" "Abx" "zeo.zq" -0.0404673495823581 1.16511113935653 0.243974008414799 0 1 5 1 30 0.803233317066588
"20" "Agprocess" "panas.positive" -0.0349492738997517 -0.848244219097542 0.3963019756324 0 1 1 2 45 0.864913607171535
"21" "Agprocess" "panas.negative" 0.0104143986551579 0.0704890232150968 0.943804437024066 0 1 1 1 45 0.985574847580089
"22" "Agprocess" "panas.fatigue" -0.00925414909592184 -0.0620812813150582 0.95049810358774 0 1 1 1 45 0.985574847580089
"23" "Agprocess" "afterscan.Anxietyduringscan" -0.150767489584132 -1.04555938475624 0.295764509414694 0 1 1 1 47 0.826400835129292
"24" "Agprocess" "afterscan.diastolic" -0.128380252106613 -0.928049917084439 0.353381677029749 0 1 1 1 47 0.839720107681405
"25" "Agprocess" "afterscan.pulse" 0.121802725985124 0.6914703547725 0.489270004398409 0 1 1 1 42 0.881946515794595
"26" "Agprocess" "afterscan.systolic" 0.20465661064252 1.35825515708488 0.174382734068875 0 1 1 2 47 0.753016351661051
"27" "Agprocess" "morning.Sleepquality" -0.0532504988582639 -0.514506585120541 0.606897857584575 0 1 1 2 47 0.902433481765447
"28" "Agprocess" "morning.Soreness" 0.135679797999977 0.965838590777161 0.334124954742033 0 1 1 1 47 0.839720107681405
"29" "Agprocess" "prevevening.Alcohol" -0.161440463128497 -1.55208585336674 0.120641682445078 0 1 2 1 40 0.737300795298063
"30" "Agprocess" "prevevening.Guthealth" 0.0918263372441799 0.582075664667288 0.560515716037846 0 1 1 1 40 0.888178585090257
"31" "Agprocess" "prevevening.Psoriasisseverity" 0.215696343123369 1.36081715375052 0.173571479596123 0 1 1 1 40 0.753016351661051
"32" "Agprocess" "prevevening.Stress" 0.0906395008130022 0.573163567373398 0.566533949864631 0 1 1 1 40 0.888178585090257
"33" "Agprocess" "prevevening.Timespentoutdoors" 0.163896711609794 1.05080920154154 0.293346228837274 0 1 1 1 40 0.826400835129292
"34" "Agprocess" "temp.mean" -0.133437062540772 0.0742610521671552 0.940802667293766 0 1 3 1 48 0.985574847580089
"35" "Agprocess" "email.LIWCcdi" 0.158385275904677 1.16534188063771 0.243880632884159 0 1 1 2 47 0.803233317066588
"36" "Agprocess" "email.LIWCnegemo" 0.0245250005154176 0.169553613508871 0.865361205271012 0 1 1 1 47 0.985574847580089
"37" "Agprocess" "email.LIWCposemo" -0.24782139778529 -3.017191938221 0.00255128212814698 0 1 2 1 47 0.181778851630472
"38" "Agprocess" "zeo.zq" -0.235779344212203 -0.0472767571924367 0.962292652437983 0 1 4 1 30 0.9920176860474
"39" "BCRsig" "panas.positive" 0.00834873133020792 0.199076072497835 0.842203237984151 0 1 1 1 45 0.985574847580089
"40" "BCRsig" "panas.negative" 0.122977324854023 0.816248874581508 0.41435780857744 0 1 1 1 45 0.864913607171535
"41" "BCRsig" "panas.fatigue" -0.0837634497120461 -0.563883139651837 0.572833665236688 0 1 1 1 45 0.888178585090257
"42" "BCRsig" "afterscan.Anxietyduringscan" 0.0840440253141742 0.578221486711319 0.563114593990153 0 1 1 1 47 0.888178585090257
"43" "BCRsig" "afterscan.diastolic" -0.0240105174718288 -0.0669328605050911 0.946635152786383 0 1 1 1 47 0.985574847580089
"44" "BCRsig" "afterscan.pulse" 0.0514025972068917 0.528255173866695 0.597322239510294 0 1 1 1 42 0.900724011959967
"45" "BCRsig" "afterscan.systolic" -0.0818740994701506 -0.26563932057003 0.790516999778794 0 1 1 2 47 0.985574847580089
"46" "BCRsig" "morning.Sleepquality" 0.0534022436009705 0.00165126415022134 0.998682482427471 0 1 1 2 47 0.998682482427471
"47" "BCRsig" "morning.Soreness" 0.118895828966112 0.758893749898948 0.447916118051547 0 1 1 1 47 0.865501902702372
"48" "BCRsig" "prevevening.Alcohol" -0.198736065131958 -0.70849480600662 0.478638036519095 0 1 2 1 40 0.881946515794595
"49" "BCRsig" "prevevening.Guthealth" -0.0556636009811556 -0.424305363457782 0.671343128197697 0 1 1 1 40 0.928212128064547
"50" "BCRsig" "prevevening.Psoriasisseverity" 0.0875189231055186 -0.224362547180279 0.82247521084467 0 1 2 1 40 0.985574847580089
"51" "BCRsig" "prevevening.Stress" -0.040390608160886 -0.357367073794488 0.72081702278704 0 1 1 1 40 0.940078970013099
