"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "xylulose" "1:Default" -0.0917985598557772 -0.575711647310359 0.564810101361128 0 1 1 1 39 0.972230828743672
"2" "xylulose" "2:Visual_2" 0.0194850326828459 0.527510620232096 0.597839043330677 0 1 3 2 39 0.975377866402273
"3" "xylulose" "3:Fronto_Parietal" -0.0892269589279317 -0.559134360388743 0.576070026246837 0 1 1 1 39 0.972722425764909
"4" "xylulose" "4.5:Visual_1" -0.169516279828247 -1.07417257606308 0.282745341181628 0 1 1 1 39 0.875804177305583
"5" "xylulose" "5:Dorsal_Attention" 0.113583569909899 -0.0698671111841477 0.944299430609693 0 1 1 2 39 0.999113054883801
"6" "xylulose" "7:Ventral_Attention" -0.0740016597850078 -0.412311203994678 0.680111337594483 0 1 1 1 39 0.989325361141869
"7" "xylulose" "8:Salience" -0.109221605052624 -0.698566446185777 0.484823019117947 0 1 1 1 39 0.932972587470542
"8" "xylulose" "9:Cingulo_opercular" 0.153816922662127 0.929585923789103 0.352585518321725 0 1 1 1 39 0.889858689097687
"9" "xylulose" "10:Somatomotor" 0.0117615621711928 0.263532421383852 0.792140237779715 0 1 1 2 39 0.999113054883801
"10" "xylulose" "11.5:Fronto_Parietal_2" -0.19762184829846 -1.23913145035081 0.215296821587635 0 1 1 1 39 0.832393790454321
"11" "xylulose" "15:Medial_Parietal" -0.017361110930694 -0.115892493733347 0.907737744743032 0 1 1 1 39 0.999113054883801
"12" "xylulose" "16:Parieto_Occipital" -0.363791546131297 -2.44592678965566 0.0144480334933976 0 1 1 1 39 0.256910446542237
"13" "xylose" "1:Default" 0.241427633134851 1.55367179945721 0.120262723118626 0 1 1 1 39 0.749873450033786
"14" "xylose" "2:Visual_2" -0.205775968234897 -1.25996396472905 0.207682361985194 0 1 3 2 39 0.810343449218303
"15" "xylose" "3:Fronto_Parietal" -0.170838861243925 -1.0775675544658 0.281226788157239 0 1 1 1 39 0.875804177305583
