"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "V1" "panas.positive" 0.0685820848586392 1.23077304675806 0.21840775899788 0 1 2 1 74 0.956200772969276
"2" "V1" "panas.negative" -0.116992669872489 -0.387379024742958 0.698475629809681 0 1 2 1 74 0.999943122866298
"3" "V1" "panas.fatigue" -0.0822484384440925 -0.704440561814598 0.481158453335415 0 1 2 1 74 0.999943122866298
"4" "V1" "afterscan.Anxietyduringscan" -0.118328173583008 -0.0907704289172562 0.927675007331399 -0.0499101204200172 0.960194012427388 1 1 83 0.999943122866298
"5" "V1" "afterscan.diastolic" 0.0121013259568233 0.550724006239641 0.5818228854965 -0.0111078393075456 0.99113740876347 1 1 83 0.999943122866298
"6" "V1" "afterscan.pulse" -0.158353394786801 -1.57249620959239 0.115835517529731 0 1 2 1 78 0.822732537133377
"7" "V1" "afterscan.systolic" 0.0770427425961065 0.703073512721645 0.482009937900577 0.00153254975520906 0.998777202690322 1 1 83 0.999943122866298
"8" "V1" "morning.Sleepquality" -0.063942370153832 -0.605286844137808 0.544988421214488 0 1 2 1 82 0.999943122866298
"9" "V1" "morning.Soreness" -0.0103656810546867 -0.469722482867458 0.638553302789615 0.0454671211752807 0.963734981285399 1 1 82 0.999943122866298
"10" "V1" "prevevening.Alcohol" -0.0196560108412016 -0.271078129641269 0.786330942040603 0.00741013928018691 0.994087618383297 1 1 74 0.999943122866298
"11" "V1" "prevevening.Guthealth" 0.216833698031309 1.52679957654128 0.126810856939632 0 1 2 1 74 0.832817983196196
"12" "V1" "prevevening.Psoriasisseverity" 0.249261526620924 2.03544426690121 0.0418061910304001 0 1 2 1 74 0.645098415638623
"13" "V1" "prevevening.Stress" 0.33166656601243 2.35930314342683 0.0183092922260446 0 1 2 1 74 0.476646863735872
"14" "V1" "prevevening.Timespentoutdoors" 0.0523954233283777 0.434900739947891 0.663634477481811 0 1 2 1 73 0.999943122866298
"15" "V1" "TuesThurs" -0.00492917246369367 -0.0418258739247495 0.966637508647978 0 1 1 1 72 0.999943122866298
"16" "V1" "temp.mean" 0.196081739127999 0.504510384999255 0.613902766307525 0 1 2 1 84 0.999943122866298
"17" "V1" "email.LIWCcdi" 0.0539825783943704 0.738936012690187 0.45994585312874 0 1 2 1 83 0.999943122866298
"18" "V1" "email.LIWCnegemo" -0.0325029740414803 -0.43957591179276 0.660244290237195 0 1 2 1 83 0.999943122866298
"19" "V1" "email.LIWCposemo" 0.0527574373640577 0.318785439163229 0.749889220537697 0 1 2 1 83 0.999943122866298
"20" "V1" "zeo.zq" -0.0103391885038471 0.629378631196533 0.529101204241217 0.0249880768143669 0.980064473964223 1 1 51 0.999943122866298
"21" "V2" "panas.positive" 0.229954401842155 2.03261136105557 0.0420918027848983 0 1 1 1 74 0.645988690730473
"22" "V2" "panas.negative" -0.102437336211271 -0.578934691480799 0.562633240982744 0 1 2 1 74 0.999943122866298
"23" "V2" "panas.fatigue" -0.280888855812104 -2.51670646537565 0.0118457472862322 0 1 2 1 74 0.414601155018127
"24" "V2" "afterscan.Anxietyduringscan" 0.152853861153047 0.606173409351268 0.54439960811258 -0.050659410996366 0.959596920427088 1 1 83 0.999943122866298
"25" "V2" "afterscan.diastolic" 0.215916210566732 1.86428221607655 0.062282082887864 0 1 2 1 83 0.710371965177872
"26" "V2" "afterscan.pulse" 0.176669858980609 1.51010159935672 0.131017501474981 0 1 2 1 78 0.840974666304484
"27" "V2" "afterscan.systolic" 0.189801998027249 0.337979276107458 0.735378805048239 0.00211957308166523 0.998308826628937 1 1 83 0.999943122866298
"28" "V2" "morning.Sleepquality" -0.141005087690447 -1.33425183939084 0.18212133541481 0 1 2 1 82 0.913870500289369
"29" "V2" "morning.Soreness" 0.126696425001315 0.310065223615381 0.756511357382387 0.0448225260302979 0.964248769958997 1 1 82 0.999943122866298
"30" "V2" "prevevening.Alcohol" 0.16648968382035 1.53984976080133 0.123596979227347 0 1 2 1 74 0.832756265425856
"31" "V2" "prevevening.Guthealth" -0.164346446823444 -1.43153549247385 0.152276802412591 0 1 2 1 74 0.872322138718322
"32" "V2" "prevevening.Psoriasisseverity" 0.0342103868289403 0.83108913584754 0.405923276635018 0 1 2 1 74 0.999943122866298
"33" "V2" "prevevening.Stress" -0.0494105999510046 -0.712871618191407 0.475925203221407 0 1 2 1 74 0.999943122866298
"34" "V2" "prevevening.Timespentoutdoors" 0.055848384814962 0.465234101663994 0.641763820220335 0 1 2 1 73 0.999943122866298
"35" "V2" "TuesThurs" 0.428716978168696 4.02659190414705 5.65911262717962e-05 0 1 1 1 72 0.0248793013106426
"36" "V2" "temp.mean" -0.216596537449874 0.181924146428785 0.85564225458827 0 1 2 1 84 0.999943122866298
"37" "V2" "email.LIWCcdi" 0.114997623840852 1.14239810627131 0.253288578076771 0 1 2 1 83 0.986692532678422
"38" "V2" "email.LIWCnegemo" -0.122016340146421 -1.00112585807818 0.316765965184628 0 1 2 1 83 0.999943122866298
"39" "V2" "email.LIWCposemo" -0.2093091313402 -2.18040205414798 0.0292276720160225 0 1 2 1 83 0.578787455634339
"40" "V2" "zeo.zq" -0.0386881057757855 0.103132004498755 0.917858204529279 0.0316994712675591 0.974711716543489 1 1 51 0.999943122866298
"41" "V3" "panas.positive" 0.220195881825914 1.5523591335066 0.120576316020592 0 1 2 1 74 0.82780047704237
"42" "V3" "panas.negative" -0.103818312522498 -1.04973545556614 0.293839757725876 0 1 2 1 74 0.999943122866298
"43" "V3" "panas.fatigue" -0.224056257144568 -1.98562308509524 0.0470751911817489 0 1 2 1 74 0.667207434072032
"44" "V3" "afterscan.Anxietyduringscan" 0.0354456182689652 -0.373800023698868 0.708553101864443 -0.0542901406817636 0.956704004566158 1 1 83 0.999943122866298
"45" "V3" "afterscan.diastolic" 0.00211549550635545 -0.204076849329507 0.838293445186725 -0.0127001910751479 0.989866986023126 1 1 83 0.999943122866298
"46" "V3" "afterscan.pulse" -0.00401432127820194 -0.705239401697042 0.480661264719852 0 1 2 1 78 0.999943122866298
"47" "V3" "afterscan.systolic" 0.0686982928367709 0.27341194032459 0.784536575287835 0.00497147794272095 0.996033350844819 1 1 83 0.999943122866298
"48" "V3" "morning.Sleepquality" -0.179134648823768 -1.65168214015061 0.0985993653743781 0 1 2 1 82 0.790818157275914
"49" "V3" "morning.Soreness" 0.00703077683515007 -0.298262224170902 0.765503033591065 0.0412394156558344 0.967105031236649 1 1 82 0.999943122866298
"50" "V3" "prevevening.Alcohol" -0.0372101113290866 0.216777105164739 0.828382055139178 0.00999637071749622 0.992024182974482 1 1 74 0.999943122866298
"51" "V3" "prevevening.Guthealth" -0.131685987593373 -0.760920966647252 0.446704274531105 0 1 2 1 74 0.999943122866298
"52" "V3" "prevevening.Psoriasisseverity" 0.00412787723719675 0.215812649697989 0.829133787631464 0 1 2 1 74 0.999943122866298
"53" "V3" "prevevening.Stress" 0.0883996254309544 0.423384389327602 0.672014832572823 0 1 2 1 74 0.999943122866298
"54" "V3" "prevevening.Timespentoutdoors" -0.00435227342407244 -0.0462829599564145 0.96308472073892 0 1 2 1 73 0.999943122866298
"55" "V3" "TuesThurs" 0.195132912796278 1.68820844488599 0.0913712227032729 0 1 1 1 72 0.781292549055579
"56" "V3" "temp.mean" -0.248811355002181 -2.28205681026474 0.02248598643955 0 1 2 1 84 0.52273695412976
"57" "V3" "email.LIWCcdi" 0.0807902705037419 0.636141728701725 0.524684049443594 0 1 2 1 83 0.999943122866298
"58" "V3" "email.LIWCnegemo" -0.193395004281209 -1.66350318401537 0.0962117540332224 0 1 2 1 83 0.784614447039079
"59" "V3" "email.LIWCposemo" -0.164179089024605 -1.77712388914311 0.0755478584614145 0 1 2 1 83 0.746590601265743
"60" "V3" "zeo.zq" -0.0631883818803645 -0.182143692731872 0.855469960362599 0.0318867163751637 0.974562392050996 1 1 51 0.999943122866298
"61" "V4" "panas.positive" 0.0241246756629118 -0.101884395731838 0.918848435905692 0 1 2 1 74 0.999943122866298
"62" "V4" "panas.negative" -0.0671563313261363 0.0607413467681945 0.951565202495657 0 1 2 1 74 0.999943122866298
"63" "V4" "panas.fatigue" -0.143544449116673 -1.24911625996227 0.211622554286919 0 1 2 1 74 0.946653587963114
"64" "V4" "afterscan.Anxietyduringscan" -0.00217622066962367 0.0990221192885969 0.921120707761095 -0.0507238783033594 0.959545549003695 1 1 83 0.999943122866298
"65" "V4" "afterscan.diastolic" 0.0102181016945825 0.565302070625786 0.571868320558396 -0.0148816621048529 0.988126589824292 1 1 83 0.999943122866298
"66" "V4" "afterscan.pulse" 0.0176251167766775 0.070353934051424 0.943911955648848 0 1 2 1 78 0.999943122866298
"67" "V4" "afterscan.systolic" -0.00204913158450303 0.596720682118667 0.550693881869221 -0.00235750936511675 0.998118981418029 1 1 83 0.999943122866298
"68" "V4" "morning.Sleepquality" -0.115225418873206 -1.10498779749361 0.269164876622011 0 1 2 1 82 0.995760936236668
"69" "V4" "morning.Soreness" 0.0832310115454239 -0.353708789168952 0.723557135089489 0.0474982215562553 0.962116147730186 1 1 82 0.999943122866298
"70" "V4" "prevevening.Alcohol" -0.164331148735246 -0.135677351526081 0.892076352996939 0.00817488717065305 0.99347745638925 1 1 74 0.999943122866298
"71" "V4" "prevevening.Guthealth" 0.164297348064062 1.53581817444313 0.124582980978392 0 1 2 1 74 0.832756265425856
"72" "V4" "prevevening.Psoriasisseverity" 0.172814139821819 0.952448752032165 0.340869444739537 0 1 2 1 74 0.999943122866298
"73" "V4" "prevevening.Stress" 0.0986275382563071 0.996939794071636 0.318793734372741 0 1 2 1 74 0.999943122866298
"74" "V4" "prevevening.Timespentoutdoors" -0.0702898936506133 -0.602367824251076 0.546929322803494 0 1 2 1 73 0.999943122866298
"75" "V4" "TuesThurs" 0.0387632531209374 0.329164117313844 0.742031643251662 0 1 1 1 72 0.999943122866298
"76" "V4" "temp.mean" 0.134645073387691 -0.63131631387527 0.527833722122823 0 1 2 1 84 0.999943122866298
"77" "V4" "email.LIWCcdi" -0.0175459299552178 0.0810553472864962 0.935397936491391 0 1 2 1 83 0.999943122866298
"78" "V4" "email.LIWCnegemo" 0.012720146079738 0.0199522076879925 0.984081497706491 0 1 2 1 83 0.999943122866298
"79" "V4" "email.LIWCposemo" -0.135144707002656 -0.844355781686089 0.398470623794082 0 1 2 1 83 0.999943122866298
"80" "V4" "zeo.zq" 0.084305979378453 0.522824013477968 0.601096727101987 0.0377484204462273 0.969888269552188 1 1 51 0.999943122866298
"81" "V5" "panas.positive" 0.0608330614201249 0.524276148359499 0.600086483950762 0 1 1 1 74 0.999943122866298
"82" "V5" "panas.negative" -0.0385736844623793 -0.300251876208509 0.763985037848843 0 1 2 1 74 0.999943122866298
"83" "V5" "panas.fatigue" -0.10705778484243 -0.922635073528618 0.356197411368973 0 1 2 1 74 0.999943122866298
"84" "V5" "afterscan.Anxietyduringscan" -0.0199270419546484 0.262777914347068 0.792721759258812 -0.0517649757784117 0.958715963397168 1 1 83 0.999943122866298
"85" "V5" "afterscan.diastolic" 0.120981720831754 0.961398262416454 0.336351957621938 0 1 2 1 83 0.999943122866298
"86" "V5" "afterscan.pulse" -0.144405551032903 -1.501614405408 0.133196720840319 0 1 2 1 78 0.845480444628725
"87" "V5" "afterscan.systolic" 0.132547147906714 0.490245619356465 0.623960102961706 -0.000789798998236741 0.999369831638684 1 1 83 0.999943122866298
"88" "V5" "morning.Sleepquality" -0.0552684515269642 -0.529685776608232 0.596329811142815 0 1 2 1 82 0.999943122866298
"89" "V5" "morning.Soreness" 0.0142173812534081 -0.145630285472643 0.884213258507884 0.0454413815909496 0.963755497297434 1 1 82 0.999943122866298
"90" "V5" "prevevening.Alcohol" -0.0536275654710574 0.00365372971049835 0.997084751960949 0.00709116082989223 0.994342119673038 1 1 74 0.999943122866298
"91" "V5" "prevevening.Guthealth" -0.0971505100788811 -0.3872236616309 0.698590634454456 0 1 2 1 74 0.999943122866298
"92" "V5" "prevevening.Psoriasisseverity" -0.112236305138652 -0.626126534348531 0.531231949275791 0 1 2 1 74 0.999943122866298
"93" "V5" "prevevening.Stress" -0.0282303572687329 -0.189426754291975 0.849758357152217 0 1 2 1 74 0.999943122866298
"94" "V5" "prevevening.Timespentoutdoors" -0.00877013109602226 -0.084540325777324 0.932626842247257 0 1 2 1 73 0.999943122866298
"95" "V5" "TuesThurs" 0.157607441810531 1.35426778114079 0.175650961210295 0 1 1 1 72 0.909692349092877
"96" "V5" "temp.mean" -0.280050130451666 -2.62875295029493 0.00856985940596265 0 1 2 1 84 0.344984755639391
"97" "V5" "email.LIWCcdi" 0.077707763130113 0.783215616597744 0.433500505839323 0 1 2 1 83 0.999943122866298
"98" "V5" "email.LIWCnegemo" -0.14555316268159 -1.19059134001296 0.233814052948547 0 1 2 1 83 0.971014194842351
"99" "V5" "email.LIWCposemo" -0.120655442513259 -1.08857700337263 0.276340462429202 0 1 2 1 83 0.999943122866298
"100" "V5" "zeo.zq" -0.108704799248087 -0.320319970106843 0.748725786098927 0.0278668086132224 0.977768381046608 1 1 51 0.999943122866298
"101" "V6" "panas.positive" 0.0380534227460025 0.327584808390901 0.743225609827953 0 1 1 1 74 0.999943122866298
"102" "V6" "panas.negative" 0.041190469470558 0.316709477962477 0.751464056377123 0 1 2 1 74 0.999943122866298
"103" "V6" "panas.fatigue" 0.047384000262234 0.423067343031214 0.672246128135694 0 1 2 1 74 0.999943122866298
"104" "V6" "afterscan.Anxietyduringscan" -0.156722440358326 -0.144665622716365 0.884974882671194 -0.0490748608386967 0.960859637406432 1 1 83 0.999943122866298
"105" "V6" "afterscan.diastolic" 0.0089934587258728 0.379932536026968 0.703995494824178 -0.0130458648212698 0.989591201131166 1 1 83 0.999943122866298
"106" "V6" "afterscan.pulse" -0.162108778382501 -1.42770999047203 0.153375349407984 0 1 2 1 78 0.87503083236669
"107" "V6" "afterscan.systolic" 0.0603978926390888 0.980260829775774 0.326957384582441 -0.00421595818604341 0.996636162019348 1 1 83 0.999943122866298
"108" "V6" "morning.Sleepquality" -0.0377832282232077 -0.34737659188794 0.728308416682642 0 1 2 1 82 0.999943122866298
"109" "V6" "morning.Soreness" 0.110643483738139 0.352339901751241 0.72458336703691 0.0423907917686372 0.966187168856608 1 1 82 0.999943122866298
"110" "V6" "prevevening.Alcohol" -0.121867386827329 -0.277692799219401 0.781248188674755 0.00919879785117635 0.992660524725221 1 1 74 0.999943122866298
"111" "V6" "prevevening.Guthealth" 0.0163922992514224 0.268841773724418 0.788051445547783 0 1 2 1 74 0.999943122866298
"112" "V6" "prevevening.Psoriasisseverity" 0.0325289651105917 0.379991897955131 0.7039514293717 0 1 2 1 74 0.999943122866298
"113" "V6" "prevevening.Stress" 0.0380775212602324 0.212115179399138 0.832017177697713 0 1 2 1 74 0.999943122866298
"114" "V6" "prevevening.Timespentoutdoors" 0.0582749849765416 0.495176204683668 0.620475745803613 0 1 2 1 73 0.999943122866298
"115" "V6" "TuesThurs" -0.0129184463331815 -0.109625669846132 0.912706251758907 0 1 1 1 72 0.999943122866298
"116" "V6" "temp.mean" -0.0963299923390988 -0.469338940508191 0.638827385292665 0 1 2 1 84 0.999943122866298
"117" "V6" "email.LIWCcdi" 0.0979795777631632 1.22856936944213 0.219233305721488 0 1 2 1 83 0.956296047538864
"118" "V6" "email.LIWCnegemo" -0.117898177947859 -1.17131048369463 0.241473998954866 0 1 2 1 83 0.978133227429884
"119" "V6" "email.LIWCposemo" -0.210451515810468 -1.77385910732205 0.0760864582506316 0 1 2 1 83 0.746925059551443
