"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "V1" "panas.positive" -0.189659259378789 -0.426383302944101 0.669828566073522 0 1 2 1 74 0.924987364353821
"2" "V1" "panas.negative" 0.0585932984172599 0.511054260791139 0.609313062472218 0 1 2 1 74 0.924987364353821
"3" "V1" "panas.fatigue" 0.0301709137428494 0.302137843280761 0.76254698492005 0 1 2 1 74 0.924987364353821
"4" "V1" "afterscan.Anxietyduringscan" 0.00665430585506774 0.00969955645312079 0.992260995009007 -0.0499231425935659 0.96018363517257 1 1 83 0.999345169084206
"5" "V1" "afterscan.diastolic" 0.0600825040133195 0.249860357329857 0.802695341255417 -0.00956005805245448 0.992372293468415 1 1 83 0.924987364353821
"6" "V1" "afterscan.pulse" 0.0043112686024008 0.000820708936449183 0.999345169084206 0 1 2 1 78 0.999345169084206
"7" "V1" "afterscan.systolic" 0.182848094967008 -0.475480445545455 0.634444567717089 0.000232259125020526 0.999814684031707 1 1 83 0.924987364353821
"8" "V1" "morning.Sleepquality" -0.104249657772671 -1.04985371759321 0.293785373342549 0 1 2 1 82 0.839386780978711
"9" "V1" "morning.Soreness" 0.0465879896060577 0.269897722865589 0.787238939079647 0.0457527741803716 0.963507300105727 1 1 82 0.924987364353821
"10" "V1" "prevevening.Alcohol" 0.129578004058699 1.10503891120826 0.269142728909016 0 1 2 1 74 0.839386780978711
"11" "V1" "prevevening.Guthealth" 0.122287656534436 1.36435586885125 0.172455590157967 0 1 2 1 74 0.689822360631868
"12" "V1" "prevevening.Psoriasisseverity" -0.0676418308200772 -0.956373235133307 0.338883701908289 0 1 2 1 74 0.847209254770722
"13" "V1" "prevevening.Stress" -0.210945789742542 -1.94500572676914 0.0517742890642487 0 1 2 1 74 0.517742890642487
"14" "V1" "prevevening.Timespentoutdoors" 0.235999217814335 2.09459195301673 0.0362072811623398 0 1 2 1 73 0.517742890642487
"15" "V1" "TuesThurs" 0.189360942432917 1.63638527209819 0.101758979604095 0 1 1 1 72 0.52536505825958
"16" "V1" "temp.mean" -0.325308017973862 0.541188991659592 0.588377324346187 0 1 2 1 84 0.924987364353821
"17" "V1" "email.LIWCcdi" 0.0367485957877734 0.663656570198336 0.506910141714108 0 1 2 1 83 0.924987364353821
"18" "V1" "email.LIWCnegemo" -0.175675146769123 -1.62074186210611 0.105073011651916 0 1 2 1 83 0.52536505825958
"19" "V1" "email.LIWCposemo" -0.0293443140515175 0.211510899639367 0.832488627918439 0 1 2 1 83 0.924987364353821
"20" "V1" "zeo.zq" -0.214872936618241 -0.416028963894867 0.677388809076879 0.0250184372267655 0.980040257430734 1 1 51 0.924987364353821
