"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "almonds" "Abx" -0.240424860465338 -1.53136783106676 0.125678509889367 0 1 1 1 39 0.807933277860216
"2" "almonds" "Agprocess" -0.396978975714007 -2.65536789670325 0.00792219560342852 0 1 1 1 39 0.326790568641426
"3" "almonds" "BCRsig" -0.101788199814485 -0.346578271224643 0.728908172322547 0 1 1 1 39 0.947024058609727
"4" "almonds" "Cmkn" -0.246433219989102 -1.34449743103365 0.178787586594871 0 1 1 1 39 0.82040831536649
"5" "almonds" "CmknR" -0.195352222464805 -1.33921239485662 0.180501538465965 0 1 1 1 39 0.82040831536649
"6" "almonds" "IFN" 0.258735991874748 1.81232137444038 0.0699365537516191 0 1 1 1 39 0.613895159279885
"7" "almonds" "IFNR" -0.458728173951704 -3.11931308277993 0.00181273233712426 0 1 1 1 39 0.224325626719127
"8" "almonds" "IL" -0.290705542259903 -1.89739596783131 0.0577756974107485 0 1 1 1 39 0.577897223401042
"9" "almonds" "ILR" 0.262786885002121 1.62165696828273 0.104876817442931 0 1 1 1 39 0.734623647724695
"10" "almonds" "Nkcyto" -0.219313688510648 -1.39425751461191 0.16323985549502 0 1 1 1 39 0.82040831536649
"11" "almonds" "TCRsig" 0.383248997023994 2.59123878896674 0.00956311096384614 0 1 1 1 39 0.331559160666449
"12" "almonds" "TGFb" 0.0696800961517905 0.587019040320022 0.5571909190972 0 1 1 1 39 0.870061529820549
"13" "almonds" "TGFbR" 0.177200265520725 0.935876670276989 0.349336690246953 0 1 1 1 39 0.82040831536649
"14" "almonds" "TNF" -0.065927939615929 -0.543361557535107 0.586880888509294 0 1 1 1 39 0.880321332763941
"15" "almonds" "TNFR" -0.312732440208107 -1.99458052464358 0.0460886494294047 0 1 1 1 39 0.577897223401042
"16" "apples" "Abx" 0.177868039344288 1.13312748186274 0.257160722040688 0 1 1 1 39 0.82040831536649
"17" "apples" "Agprocess" 0.161833913248928 1.03073550639569 0.302664869407991 0 1 1 1 39 0.82040831536649
"18" "apples" "BCRsig" 0.047030615497183 0.140836848927403 0.887998831945225 0 1 1 1 39 0.973501252070122
"19" "apples" "Cmkn" 0.161244380335287 0.903918683968613 0.366038521115891 0 1 1 1 39 0.82040831536649
"20" "apples" "CmknR" -0.0365908137586045 -0.157304691418272 0.875004723074357 0 1 1 1 39 0.966802093575461
"21" "apples" "IFN" -0.201056977865731 -1.36543996841077 0.172114808985666 0 1 1 1 39 0.82040831536649
"22" "apples" "IFNR" 0.0407168948393084 0.250116325336019 0.802497391345171 0 1 1 1 39 0.958475408826615
"23" "apples" "IL" 0.189903354748692 1.04264605595893 0.297112250307394 0 1 1 1 39 0.82040831536649
"24" "apples" "ILR" -0.212908374913953 -1.33147429071397 0.183032998929374 0 1 1 1 39 0.82040831536649
"25" "apples" "Nkcyto" 0.0214497489721388 0.146637855631576 0.883417872174369 0 1 1 1 39 0.973501252070122
"26" "apples" "TCRsig" -0.0401045795492465 -0.127011470909884 0.898931319607641 0 1 1 1 39 0.976721326487659
"27" "apples" "TGFb" -0.161901108839357 -1.1034369240155 0.269837469214474 0 1 1 1 39 0.82040831536649
"28" "apples" "TGFbR" 0.210867572220555 1.41638014952171 0.156664232630539 0 1 1 1 39 0.82040831536649
"29" "apples" "TNF" 0.28364825176839 1.91092210928038 0.0560145913437862 0 1 1 1 39 0.577897223401042
"30" "apples" "TNFR" 0.0675634034740543 0.416714571317042 0.676887194976478 0 1 1 1 39 0.926560308013076
"31" "avocado" "Abx" 0.297011513819305 1.89288280132822 0.0583734569091962 0 1 1 1 39 0.577897223401042
"32" "avocado" "Agprocess" 0.19114105956657 1.17802935497139 0.238784903626739 0 1 1 1 39 0.82040831536649
"33" "avocado" "BCRsig" 0.394248120175732 2.83596583384699 0.00456873332614559 0 1 1 1 39 0.323074713777438
"34" "avocado" "Cmkn" 0.325322795123366 2.25351800865291 0.0242265065508119 0 1 1 1 39 0.545096397393268
"35" "avocado" "CmknR" 0.202231395943541 1.16566934918294 0.243748157216914 0 1 1 1 39 0.82040831536649
"36" "avocado" "IFN" 0.119077935628966 0.870142707458606 0.384222421012162 0 1 1 1 39 0.82040831536649
"37" "avocado" "IFNR" 0.236030953511165 1.49813967293693 0.134096965416741 0 1 1 1 39 0.811799765906713
"38" "avocado" "IL" 0.270436880014711 1.9027628146748 0.0570715013811218 0 1 1 1 39 0.577897223401042
"39" "avocado" "ILR" -0.177829704596655 -1.136803085618 0.255620613156064 0 1 1 1 39 0.82040831536649
