"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "panas.positive" "panas.negative" -0.52689546148472 -5.3756371714374 7.63123277794892e-08 0 1 2 1 81 7.24967113905147e-06
"2" "panas.positive" "panas.fatigue" -0.520279292281043 -5.51273585480121 3.53298269148724e-08 0 1 2 1 81 7.24967113905147e-06
"3" "panas.positive" "afterscan.Anxietyduringscan" -0.0826417140527297 -0.238944079235092 0.811148945049785 0.0016983308684437 0.998644928672346 1 1 80 0.993867379730213
"4" "panas.positive" "afterscan.diastolic" 0.0425630254215842 0.313092234873607 0.754210588417361 0 1 2 1 80 0.991789283659851
"5" "panas.positive" "afterscan.pulse" 0.0745046926380892 0.930805884057151 0.351953985446625 0 1 2 1 75 0.991059960059723
"6" "panas.positive" "afterscan.systolic" -0.00615711027582699 -0.351993169373 0.72484338513762 -0.0139737620221926 0.988850913866962 1 1 80 0.991059960059723
"7" "panas.positive" "morning.Sleepquality" 0.0372480818367089 0.335465160055152 0.737274221843903 0 1 1 1 81 0.991059960059723
"8" "panas.positive" "morning.Soreness" 0.0421679273271515 -0.00560925982069899 0.99552448166101 0.0341288285719459 0.972774419994688 1 1 81 0.997575556269502
"9" "panas.positive" "prevevening.Alcohol" -0.0490292014917501 -0.391433719655423 0.695476671937979 0 1 2 1 72 0.991059960059723
"10" "panas.positive" "prevevening.Guthealth" -0.414620807105056 -3.86614506346563 0.000110569186258946 0 1 1 1 72 0.00700271512973325
"11" "panas.positive" "prevevening.Psoriasisseverity" 0.172264575133479 1.84520508991669 0.0650077103762812 0 1 2 1 72 0.484371175352683
"12" "panas.positive" "prevevening.Stress" 0.114735205260722 0.98003141183808 0.327070613414533 0 1 1 1 72 0.991059960059723
"13" "panas.positive" "prevevening.Timespentoutdoors" 0.0798065102108161 0.76621630064692 0.443547610806779 0 1 2 1 71 0.991059960059723
"14" "panas.positive" "TuesThurs" 0.224201895070135 1.9923631482026 0.0463312276622369 0 1 1 1 75 0.419187297896429
"15" "panas.positive" "temp.mean" 0.162109919361139 0.427163918817072 0.669259939485869 0 1 2 1 81 0.991059960059723
"16" "panas.positive" "email.LIWCcdi" 0.183547894926479 1.71191434838057 0.0869124540599783 0 1 2 1 80 0.550445542379863
